ID;value;Manhattan
0;1;0.06950994480902759
1;1;0.1267159981597673
2;0;1.9768340454331752
3;1;0.959341200342363
4;0;1.96484045523682
5;0;1.8925420802255257
6;1;1.3729383711720369
7;0;0.8815585147429778
8;1;0.30797306099252975
9;1;1.609306825433106
10;1;1.1348033363466832
11;1;0.959341200342363
12;1;0.38944485456475636
13;1;0.6201693802235954
14;0;1.5788428814838813
15;0;1.92620100216457
16;0;0.9509738560342593
17;0;1.8637831819295136
18;0;1.9367462095174397
19;0;1.6645751821684807
20;1;0.06149543075375994
21;0;1.8772078102702054
22;1;0.3596641074441056
23;0;1.9869487654290228
24;0;1.9990243520041946
25;1;0.4335049570640507
26;1;0.8467440666285889
27;0;1.600232444878304
28;0;1.9855419337249864
29;0;1.8269021326762567
30;0;1.481253437876746
31;0;1.5746385038807094
32;0;1.6326442267147039
33;0;1.2216531656528096
34;1;0.7547938359836709
35;1;1.3478481142594638
36;1;1.4193115439635142
37;1;1.375159208642092
38;1;0.7530006487317658
39;1;1.5069064047805296
40;1;0.9612401244112428
41;1;0.5745006668495509
42;1;1.4776190468307548
43;1;1.146699835476716
44;1;1.0429850891364678
45;0;0.5271589252854056
46;0;0.36043606194535727
47;0;0.4327497540462204
48;0;0.29059266849412957
49;0;1.0902371684571879
50;0;1.9866279918574434
51;1;1.4231039550658344
52;1;0.06339115587511851
53;0;0.36913745660301345
54;0;1.7677885560542208
55;0;1.9266928772000043
56;0;1.9684370331495322
57;0;1.9002939494264828
58;0;1.9063915924439852
59;1;1.5916477336158488
60;1;0.9714814510358708
61;1;0.6431732450435081
62;1;0.4335049570640507
63;1;1.0487439023701044
64;1;1.19596453079492
65;1;0.1683468361816862
66;0;0.37978674146030345
67;0;1.5772118087687574
68;0;1.27136851337084
69;1;0.5784561898144105
70;0;1.729711271298215
71;0;1.4547928618812054
72;0;0.2785766265328055
73;1;0.7036037855716585
74;1;1.3510365058577367
75;1;1.7088242779320255
76;1;1.9654032552194451
77;1;0.6819904359445013
78;1;0.7182078108696215
79;1;1.0586258459194833
80;1;1.5165460107868283
81;1;1.2884032042004379
82;0;1.9925310010605357
83;0;1.9700896456496426
84;0;0.8469157129230487
85;0;1.5697659806137
86;0;0.7223594238551214
87;0;0.43149256896600563
88;0;1.644678414910618
89;0;0.22274013932323986
90;1;1.5336857633900771
91;0;1.8437319379577333
92;0;1.0480520550738408
93;0;1.9521358579187136
94;0;1.804015124845951
95;1;0.06933547025958108
96;1;1.3722140311550783
97;1;0.7762920155682496
98;1;1.828925781590077
99;1;0.363429711334153
100;1;0.3044825337819902
101;0;1.3779697873905046
102;1;1.019229853091003
103;0;0.7384605907352076
104;1;0.532082026303566
105;1;0.8598817686668786
106;1;0.9163385703973597
107;0;1.4373156941867222
108;0;1.915107149637675
109;0;1.0836079610369982
110;0;1.501483684956464
111;0;1.5069603039473172
112;0;1.425773368399687
113;0;1.9748973523454907
114;0;0.8821050487858852
115;0;1.028940449136039
116;0;1.9175773775981182
117;0;0.5746557086077159
118;0;0.470141904129956
119;0;1.9053372832989568
120;1;0.8689879429496807
121;0;1.9532627327106948
122;1;0.9261952672285343
123;1;0.712817307674916
124;0;1.6099369421089795
125;1;0.21026519018639503
126;1;0.0541007324893963
127;1;0.201009140573346
128;0;1.3840664350512817
129;0;0.2583470783482258
130;0;0.21558099149240445
131;0;0.4352483663976915
132;0;1.7285444325302175
133;0;0.5820337128026609
134;0;1.5563196988013392
135;0;1.2758214689339995
136;1;0.17793426797672904
137;1;0.960772839430621
138;1;1.054503811536938
139;1;1.035812050841078
140;1;1.7050480713857574
141;1;1.921692100745812
142;1;1.938025778727494
143;1;0.721761407741789
144;1;0.8210474540352735
145;1;1.3649150219686828
146;1;0.40288936706090017
147;1;1.4377602343014668
148;1;0.03299867999041925
149;0;0.06854808068631756
150;1;1.0816547813531496
151;1;0.6716791353127514
152;0;1.5902030631633943
153;0;1.8327793321784442
154;1;1.6212676089027898
155;0;1.1363858241082903
