ID;value;Manhattan
371;1;601.213615462184
372;1;859.2316442877054
373;1;1211.009821653366
374;1;922.6169881522655
375;1;1179.0892433524132
376;1;1040.3266077786684
377;1;1149.242121040821
378;1;1231.8370918035507
379;1;968.8274643458426
380;1;1169.0285078287125
381;1;1003.5993374288082
382;1;1012.9846628308296
383;1;936.9724311381578
384;1;1963.7119302749634
385;1;448.86182817071676
386;1;1381.0536150038242
387;1;899.8222355693579
388;1;1139.5798024982214
389;1;1134.2172857485712
390;1;1657.5514661185443
391;1;657.660478323698
392;0;522.1530526131392
393;0;668.50405600667
394;0;967.6711517721415
395;1;1493.7916432023048
396;1;1219.6174845583737
397;1;1447.797111287713
398;1;2784.308501571417
399;1;1710.5099453777075
400;1;2016.1330065354705
401;1;979.353451885283
402;0;1315.1011404395103
403;0;874.3307896852493
404;0;825.8006755411625
405;0;569.5522696077824
406;0;580.6959270089865
407;1;756.3629467189312
408;1;780.1577435880899
409;0;1342.7973752468824
410;1;1257.2937062382698
411;1;848.2498022466898
412;1;1552.1413144171238
413;1;668.495883256197
414;1;1111.6513256132603
415;1;1269.3056378364563
416;1;1021.5752247869968
417;1;1288.7035118192434
418;1;310.4222476184368
419;1;1716.7846690267324
420;1;1341.468630000949
421;1;1619.5134346187115
422;1;1522.8734094500542
423;1;1045.1248152852058
424;1;1108.3610231690109
425;1;2154.5229090303183
426;1;1329.7364411950111
427;1;1980.3806631490588
428;1;1722.3119545951486
429;0;1940.2492938414216
430;1;1039.545501023531
431;0;276.294631510973
432;1;1012.6623539477587
433;0;803.711403504014
434;1;1934.757620319724
435;1;1412.575884103775
436;1;1735.862124260515
437;1;907.7578528597951
438;1;1201.1019749939442
439;0;1167.9484822154045
440;0;1216.3258381783962
441;0;1015.1757810115814
442;1;773.7295439243317
443;1;293.0833296775818
444;1;198.62234871089458
445;0;311.21440586447716
446;0;461.34622326493263
447;0;515.3375556766987
448;0;274.02637535333633
449;0;329.732179492712
450;0;674.172650039196
451;1;225.44994689524174
452;0;385.6181606352329
453;1;538.5395585596561
454;1;485.38169980049133
455;0;609.5670050382614
456;0;928.1251797676086
457;1;539.0531701892614
458;1;548.0193468779325
459;1;432.84990844130516
460;0;679.9206299781799
461;0;579.51210090518
462;0;528.6617983877659
463;1;792.077422618866
464;0;1237.685229063034
465;0;1056.5583356022835
466;0;1129.0804966688156
467;1;882.5967313721776
468;1;262.03121323883533
469;1;708.6693714410067
470;1;818.1263515949249
471;1;603.2289621084929
472;1;1080.6386585235596
473;1;1319.6860389448702
474;1;1333.3305884934962
475;0;628.8134209960699
476;0;651.6671968474984
477;0;479.42474189400673
478;0;672.5182263031602
479;1;1159.6102476119995
480;0;581.8917490243912
481;1;1582.2392535358667
482;1;1956.0053938776255
483;1;1097.4019985496998
484;1;1149.8555811196566
485;1;828.4329299926758
486;0;1276.8155843503773
487;0;1217.2673759907484
488;0;600.1626472957432
489;0;627.3910554647446
490;0;166.30151709914207
491;0;586.7723211348057
492;0;807.9840310961008
493;0;292.2871066480875
494;0;772.5395388007164
495;0;979.370594099164
496;0;1496.4649492055178
497;0;953.8008418530226
498;0;470.7951050400734
499;0;1816.7713770493865
500;0;979.5349596589804
501;0;622.3941156119108
502;0;1007.9005441144109
503;0;637.546498849988
504;0;645.4872070103884
505;0;971.967515707016
506;0;1029.001295849681
507;0;1240.6905780434608
508;1;842.6147079318762
509;1;886.0853934288025
510;1;588.5921798944473
511;1;556.2959964573383
512;1;603.3009030371904
513;1;556.5796813517809
514;1;1212.0203298777342
515;1;965.77097889781
516;1;920.0285550355911
517;0;1099.460455790162
518;0;1157.7472491301596
519;0;973.7109126448631
520;0;423.8780723437667
521;0;1593.3842405676842
522;0;1836.4609431624413
523;0;1183.640428269282
524;0;682.670123487711
525;0;1353.6868358254433
526;0;377.99245446920395
527;0;733.2627743780613
528;1;1017.3782059401274
529;1;1051.23508310318
530;1;1384.1999913603067
531;1;1311.4990419447422
532;1;556.5796813517809
533;1;1283.82532325387
534;1;866.2170820087194
535;1;1133.9948060773313
536;1;1006.7652712464333
537;1;550.9667715094984
538;0;1643.1288766562939
539;0;2164.3278824090958
540;0;1535.8046184182167
541;1;733.9637234508991
542;1;776.6637452244759
543;0;1703.2464071959257
544;0;1914.314201682806
545;0;1716.9458916783333
546;0;731.21843791008
547;0;1528.3386217430234
548;1;1608.8273856714368
549;0;1007.469848126173
550;0;745.460004337132
551;1;1314.8481854498386
552;1;1217.6952324956656
553;1;1289.84778252244
554;1;1380.4113477431238
555;1;981.7248437702656
556;1;898.1286806613207
557;1;1791.4446268081665
558;1;947.5516704320908
559;1;247.27619313076138
560;0;805.7473528087139
561;1;596.3282251656055
562;1;450.71110221743584
563;0;494.71793738007545
564;0;303.4644627869129
565;0;251.47927623987198
566;0;416.7970567345619
567;1;411.4924797862768
568;1;344.4749440699816
569;1;774.5950992330909
570;0;566.6180690824986
571;0;358.2252845466137
572;0;975.2823210805655
573;0;1075.9967667460442
574;0;1962.745052613318
575;0;1505.7984472811222
576;0;1424.8054191153497
577;0;1814.6528787612915
578;1;1033.1370543688536
579;0;1258.3623125851154
580;0;1366.0443405210972
581;0;988.8366000205278
582;0;315.10801419615746
583;1;651.774853721261
584;0;1612.0627621114254
585;0;1358.4261150956154
586;1;488.0737260580063
587;0;821.9347989559174
588;1;603.0536182373762
589;0;869.4234397113323
590;0;646.8530992120504
591;0;785.1769956797361
592;0;659.7812768816948
593;0;234.79670223593712
594;0;310.2848909795284
595;0;365.5141091197729
596;0;714.1251647025347
597;1;505.5858388096094
598;1;603.5442051887512
599;1;615.1603121161461
600;1;319.93032993376255
601;1;523.2760077267885
602;1;668.8581282496452
603;0;347.35647064447403
604;0;337.0079644918442
605;0;580.12087059021
606;0;363.4351751804352
607;0;259.8382095694542
608;0;408.96829214692116
609;0;303.84931337833405
610;0;387.40492644906044
611;0;590.4061957597733
612;0;626.9173944145441
613;1;381.1952447295189
614;1;735.4597211480141
615;1;250.82998663187027
616;1;486.4830926656723
617;1;469.94885632395744
618;1;406.21287339925766
619;1;607.5737048685551
620;1;585.4909843802452
621;1;815.4057973176241
622;1;625.3046723604202
623;1;298.6371284723282
624;1;413.97319120168686
625;1;348.0453257262707
626;1;385.422167301178
627;1;488.20142099261284
628;1;556.7995338439941
629;1;511.21737445890903
630;1;760.1760294437408
631;1;434.4334354996681
632;1;424.8623699247837
633;1;579.16506254673
634;1;699.3038622438908
635;1;539.9664368629456
636;1;511.21737445890903
637;1;478.1770530343056
638;1;445.4376420080662
639;1;260.0758739709854
640;1;608.3331726491451
641;1;615.9598606824875
642;1;821.4526176601648
643;1;362.46556493639946
644;1;336.1761602759361
645;1;391.1135548055172
646;1;523.4332208037376
647;1;587.9746969491243
648;1;364.12387159466743
649;1;595.0740343332291
650;1;427.210983723402
651;1;478.6051401346922
652;1;542.2459657490253
653;1;544.9368634223938
654;1;682.4404071718454
655;1;681.657518774271
656;1;700.2331493347883
657;1;656.331048026681
658;1;621.1765786260366
659;1;404.7492305636406
660;1;338.6453902423382
661;1;1001.36910045892
662;1;282.5601541697979
663;1;884.7561215236783
664;1;1040.0357991829515
665;1;516.3919588625431
666;1;438.7205946445465
667;1;354.7571109831333
668;1;442.73636907339096
669;1;316.5338830500841
670;1;344.992291867733
671;1;557.975430727005
672;1;526.0612654983997
673;1;580.9113200157881
674;1;655.133490473032
675;1;658.1212632358074
676;1;394.72594398260117
677;1;546.7082800418139
678;1;604.9105266928673
679;1;630.1541512012482
680;0;786.559952378273
681;0;1106.2502464726567
682;0;568.9232806861401
683;0;607.3306914567947
684;0;1233.4102005064487
685;1;746.664156883955
686;1;709.2220493704081
687;1;569.5273147299886
688;1;694.8356714099646
689;1;1123.1667802631855
690;0;879.5915880352259
691;0;716.6631094813347
692;0;1133.3538538962603
693;0;486.3202229142189
694;0;947.3973117917776
695;0;921.2347802817822
696;0;846.0945527553558
697;0;278.26320593059063
698;0;632.4095168709755
699;1;772.0220559984446
700;0;1026.8362062871456
701;1;558.2949180155993
702;1;649.2944661676884
703;0;594.4533604383469
704;1;530.7675629556179
705;1;879.8554313182831
706;1;930.9359400719404
707;1;501.84742879867554
708;1;330.6909014880657
709;1;610.0216624438763
710;1;995.7318044602871
711;1;787.7933112382889
712;1;301.8991245031357
713;0;647.1843096762896
714;1;714.9592761993408
715;1;906.8319589346647
716;1;429.02986796200275
717;0;456.56638015061617
718;1;513.038175702095
719;1;1206.0034336149693
720;1;862.5423659384251
721;0;299.1967033445835
722;0;641.6129525899887
723;0;600.9460242986679
724;0;292.90436339378357
725;1;208.328181296587
726;1;323.43364104628563
727;1;278.5133144557476
728;1;296.96416026353836
729;1;260.4218443483114
730;1;227.32499423623085
731;1;271.7815470099449
732;1;210.89930194616318
733;1;234.57007351517677
734;1;152.89563004672527
735;1;254.1115980744362
736;1;448.48476564884186
737;1;278.63454934954643
738;1;300.1393501907587
739;1;270.5482985973358
740;1;341.64063611626625
741;1;292.29515467584133
742;1;312.35034143924713
743;1;164.37759785354137
744;1;280.7104808986187
745;1;298.95027853548527
746;1;334.64515647292137
747;1;602.8019192814827
748;1;504.19621071219444
749;1;346.34689342975616
750;1;299.9012356698513
751;1;295.0235638022423
752;1;284.6864358484745
753;0;720.5908010303974
754;0;847.6341192126274
755;0;534.3340493440628
756;1;399.14627937972546
757;0;589.809660539031
758;0;605.3700555860996
759;0;1081.024472605437
760;0;486.64559984207153
761;0;659.6188659667969
762;0;537.5750954151154
763;0;430.616378903389
764;0;641.6592366099358
765;0;328.40251380205154
766;0;399.7996351122856
767;0;544.5300505757332
768;0;342.3659372329712
769;0;245.06528961658478
770;0;199.45689016580582
771;0;290.43840235471725
772;0;661.2352182865143
773;0;745.4724881052971
774;0;732.938374966383
775;0;753.8077707886696
776;0;480.942056953907
777;0;876.391028881073
778;0;549.9225951135159
779;0;727.2429993748665
780;0;716.2076337337494
781;0;739.3276911079884
782;0;392.24546390771866
783;0;347.4805114865303
784;0;393.2142067551613
785;0;588.1559275984764
786;0;252.0634605884552
787;0;382.7624691724777
788;0;407.1642139554024
789;0;312.1075364947319
790;0;397.2695379257202
791;0;564.677448451519
792;0;548.278964728117
793;0;545.6396482586861
794;0;305.06912714242935
795;0;589.1572592258453
796;0;444.2594657242298
797;0;509.5174728035927
798;0;526.6688103675842
799;0;538.2006757557392
800;0;549.6537011861801
801;0;454.92953884601593
802;0;644.1164631843567
803;0;380.90971153974533
804;0;557.6302875876427
805;0;609.2750781774521
806;0;487.9835636615753
807;0;581.956295311451
808;0;758.0325314998627
809;0;733.1010783016682
810;0;696.734403014183
811;0;516.2399297952652
812;0;720.2538425326347
813;0;608.3355647027493
814;0;686.1650612354279
815;0;702.8027192950249
816;0;762.3549300134182
817;0;386.948486328125
818;0;544.4294039011002
819;0;287.52203315496445
820;0;264.1755240559578
821;0;271.8353760242462
822;0;334.74781239032745
823;0;493.4789120554924
824;0;558.8335102796555
825;0;522.2331742346287
826;0;596.6896119117737
827;0;371.74855613708496
828;0;706.6232785582542
829;0;413.09454956650734
830;0;544.1282290220261
831;0;522.4590508341789
832;0;578.7971474826336
833;0;412.11438834667206
834;0;304.87509948015213
835;0;351.39184790849686
836;0;387.0588653087616
837;0;313.3880168199539
838;0;490.4528321623802
839;0;647.5738767385483
840;0;586.3709267675877
841;0;630.2113189697266
842;0;415.6031754016876
843;0;701.9052776694298
844;0;425.56385734677315
845;0;559.7226737737656
846;0;584.6667739748955
847;0;648.3154761493206
848;0;491.20047587156296
849;0;577.1657889485359
850;0;535.9525822401047
851;0;429.6195056438446
852;0;737.9864278435707
853;0;822.9116044044495
854;0;734.5185690224171
855;0;833.1971501111984
856;0;602.7010661363602
857;0;865.8088067173958
858;0;623.8048112690449
859;0;715.7065788507462
860;0;736.5523160099983
861;0;828.8912208974361
862;0;335.4999349117279
863;0;321.5681785941124
864;0;263.7856612801552
865;0;508.08012890815735
866;0;589.521532356739
867;0;588.9492962062359
868;0;660.910960495472
869;0;348.9724377989769
870;0;705.1337563991547
871;0;483.8260708153248
872;0;573.9007171988487
873;0;564.1353608369827
874;0;641.0641240179539
875;0;289.3853297829628
876;0;324.4636306166649
877;0;577.7077617645264
878;0;714.3929826617241
879;0;637.256836026907
880;0;670.2310398221016
881;0;456.00751954317093
882;0;804.02254986763
883;0;519.2486978471279
884;0;706.8604355454445
885;0;648.4221625328064
886;0;707.5498662292957
887;0;338.8632615804672
888;0;654.3399667143822
889;0;708.6577740907669
890;0;744.4370004236698
891;0;737.0095708370209
892;0;449.84898042678833
893;0;842.0177842974663
894;0;537.6279574334621
895;0;702.7595138549805
896;0;709.2510957121849
897;0;736.0686821639538
898;0;523.4480043053627
899;0;568.4567980766296
900;0;560.0648973286152
901;0;630.5974637269974
902;0;315.94400775432587
903;0;702.553513109684
904;0;430.31434538960457
905;0;489.13375663757324
906;0;508.2035890221596
907;0;601.928916066885
908;0;486.1792340874672
909;0;294.2386120259762
910;0;326.717372238636
911;0;458.9722849726677
912;0;424.4215749502182
913;0;348.7043988406658
914;0;422.6068511605263
915;0;351.5833468437195
916;0;388.9103972017765
917;0;417.8800132572651
918;0;404.8822833299637
919;1;950.8366807103157
920;1;992.0870901197195
921;1;962.4434884488583
922;1;1049.8286113291979
923;1;861.115936756134
924;1;1035.7020441740751
925;1;921.1333514004946
926;1;1001.3614194393158
927;1;417.68106693029404
928;1;452.5997406542301
929;1;289.5377576351166
930;1;283.05873991549015
931;1;391.995614990592
932;1;380.4732323437929
933;1;687.7874443233013
934;1;709.2168962657452
935;1;1032.75453799963
936;1;878.2544347345829
937;1;1036.5289987921715
938;1;317.239618986845
939;1;1748.876231238246
940;1;1819.0952029824257
941;1;1168.8067574352026
942;1;1114.8543458357453
943;1;997.0097925513983
944;1;1082.2781289368868
945;1;911.4005050361156
946;1;1069.691204868257
947;1;1417.6454052627087
948;1;959.9238029122353
949;1;1140.204442575574
950;1;1797.5902641639113
951;1;1324.438103377819
952;1;1646.6771787405014
953;1;1181.1395076066256
954;1;1290.6982348263264
955;1;1099.6188981160522
956;1;1328.1899156868458
957;1;996.1612032651901
958;1;1264.4852869808674
959;1;1806.886452294886
960;1;1502.008163034916
961;1;1063.3608662486076
962;1;1665.3836926221848
963;1;519.274406298995
964;1;329.1046150922775
965;1;433.4520377665758
966;1;417.00549568235874
967;1;392.8806053251028
968;1;538.2806800454855
969;1;674.2764695286751
970;1;618.9266222715378
971;1;723.2378019988537
972;1;423.83090825378895
973;1;526.2880219072104
974;1;331.09507186710835
975;1;588.3219576478004
976;1;317.4859818518162
977;1;580.0163765251637
978;1;362.77859173715115
979;1;549.4178995639086
980;1;532.391104131937
981;1;368.3794805556536
982;1;412.83416007459164
983;1;271.06577521562576
984;1;225.7068251222372
985;1;423.2696308940649
986;1;1066.7027806192636
987;1;932.7564495652914
988;1;1004.9978047311306
989;1;612.2111952900887
990;1;928.1527576744556
991;1;749.3700807318091
992;1;1059.3710361495614
993;1;647.7586462646723
994;1;547.621535167098
995;1;721.3312301784754
996;1;592.094420671463
997;1;450.59895834326744
998;1;266.0456039905548
999;1;618.7342108339071
