ID;value;SSIM
526;0;0.5022799526228197
527;0;0.5246163787061591
528;1;0.5907357634393351
529;1;0.5492801163681766
530;1;0.5446271224432544
531;1;0.6290112590534463
532;1;0.6015471732557153
533;1;0.5850960424301198
534;1;0.5319101374357584
535;1;0.5443273413996627
536;1;0.591189155686913
537;1;0.5863518664456566
538;0;0.46650198867696685
539;0;0.5346175910651618
540;0;0.48698087970433146
541;1;0.46449082768792793
542;1;0.47941546710473393
543;0;0.5460688667904658
544;0;0.506540668149988
545;0;0.5395379623883223
546;0;0.46595010814038457
547;0;0.36009969029772637
548;1;0.556314251996911
549;0;0.5970775172256805
550;0;0.6083547352568439
551;1;0.49539589310940163
552;1;0.41927327758127086
553;1;0.506589104743019
554;1;0.37074781780522104
555;1;0.43567887848587294
556;1;0.6050776140612418
557;1;0.5222035474609418
558;1;0.5229122204616803
559;1;0.6405044274457536
560;0;0.501931672595708
561;1;0.7864787187301852
562;1;0.5646886003448145
563;0;0.5462746060103084
564;0;0.576070880455289
565;0;0.5580752795529681
566;0;0.5637791137071209
567;1;0.5474309537784239
568;1;0.539078681205706
569;1;0.4362969767314611
570;0;0.5651745186281847
571;0;0.5948855278415646
572;0;0.6743559964742711
573;0;0.623547914090996
574;0;0.5606611030524752
575;0;0.6279897287726882
576;0;0.7053793095893724
577;0;0.8028869348987454
578;1;0.5480221531406964
579;0;0.4982607398589455
580;0;0.43858238913865466
581;0;0.6443319092302046
582;0;0.7405104139435912
583;1;0.700497264585794
584;0;0.6845057647338552
585;0;0.6889015088794956
586;1;0.604982789582422
587;0;0.7028655576462739
588;1;0.7604270432713605
589;0;0.7887249984106899
590;0;0.7637218987920643
591;0;0.7770366359618132
592;0;0.5465380906347462
593;0;0.7472022567618137
594;0;0.6859513422697566
595;0;0.7831156897467992
596;0;0.9601229329046971
597;1;0.6638153937155556
598;1;0.6121068971306101
599;1;0.5414409924168248
600;1;0.6389952609977755
601;1;0.5481306269339975
602;1;0.565844445318523
603;0;0.6686748309072056
604;0;0.6140050245755072
605;0;0.6280777729050151
606;0;0.6290085387235723
607;0;0.6577753639411316
608;0;0.6588819490195164
609;0;0.6604190950816246
610;0;0.6160588340511648
611;0;0.6275550338586666
612;0;0.6458845602879627
613;1;0.6578763277844722
614;1;0.6568483858522564
615;1;0.6623108497439175
616;1;0.672519002485019
617;1;0.7079191671824118
618;1;0.6904600399191462
619;1;0.638355272423831
620;1;0.660001080444786
621;1;0.6735825159982116
622;1;0.6238020544902056
623;1;0.6309099559305712
624;1;0.6467132597650724
625;1;0.6720876047219708
626;1;0.6459264150153771
627;1;0.6023206698725199
628;1;0.6256963143286925
629;1;0.6288158780114226
630;1;0.6700267115083537
631;1;0.6481556044315839
632;1;0.6561683871690122
633;1;0.6728716480996184
634;1;0.6662096384474634
635;1;0.6903337224444538
636;1;0.6288158780114226
637;1;0.6591427226450272
638;1;0.6662529016926578
639;1;0.6862933534183489
640;1;0.6475011240985419
641;1;0.7003266902315943
642;1;0.6409446742691661
643;1;0.6970546791398653
644;1;0.6871496819453244
645;1;0.6307011265194123
646;1;0.6521393689693283
647;1;0.6711817273573458
648;1;0.692241526621768
649;1;0.6394836346155743
650;1;0.6616987087598657
651;1;0.670674313632589
652;1;0.6452794283518247
653;1;0.6799968602992852
654;1;0.6626116119662224
655;1;0.660089707495821
656;1;0.6249754709684777
657;1;0.6347685862145933
658;1;0.6399577668428892
659;1;0.6783738972403972
660;1;0.6530534870805788
661;1;0.6343720038824882
662;1;0.6881697145807908
663;1;0.6547783193548159
664;1;0.6253348054218585
665;1;0.5692754293173369
666;1;0.6585555772466469
667;1;0.5824783357410408
668;1;0.6242759585483469
669;1;0.6479085660788487
670;1;0.6869607975868309
671;1;0.5775384057613125
672;1;0.6215938831859263
673;1;0.5936989934217735
674;1;0.5544365162481087
675;1;0.4927258597717568
676;1;0.6427408669776891
677;1;0.6691089130422415
678;1;0.6465783347116622
679;1;0.5594719779311605
680;0;0.6550612559721211
681;0;0.5964088131426037
682;0;0.6350534933980728
683;0;0.7855103955137697
684;0;0.6619128150204675
685;1;0.7725232948251641
686;1;0.8259309577492009
687;1;0.6331840107132934
688;1;0.7252448684354984
689;1;0.71670194573634
690;0;0.7189541767448695
691;0;0.7458619572154354
692;0;0.6352656263620396
693;0;0.6621541608444376
694;0;0.6470733565672863
695;0;0.6447520212515092
696;0;0.6862953470958719
697;0;0.5568816955164201
698;0;0.6615487348562935
699;1;0.7440135384890404
700;0;0.6198320805724952
701;1;0.750441255285663
702;1;0.7354339147909694
703;0;0.7228516845569727
704;1;0.793346564995727
705;1;0.6645861596302272
706;1;0.7739904027522714
707;1;0.7450706191825384
708;1;0.7230819130286129
709;1;0.7451113351818337
710;1;0.6487195663268236
711;1;0.6702401041616896
712;1;0.8147480107255272
713;0;0.6944684168830845
714;1;0.6058015027489759
715;1;0.6186296065278551
716;1;0.6849862539666255
717;0;0.6933615151178002
718;1;0.7054060500623349
719;1;0.6184402676732388
720;1;0.6413504516040784
721;0;0.6972333747404438
722;0;0.6693483809666596
723;0;0.7192278907165506
724;0;0.690426826620458
725;1;0.6640718703434029
726;1;0.7227253392510996
727;1;0.6825974488201949
728;1;0.6714348370806211
729;1;0.6988256696638265
730;1;0.7009447594221753
731;1;0.6516044880681926
732;1;0.6875334592782749
733;1;0.6457059998628474
734;1;0.6802930153159062
735;1;0.6633498119177363
736;1;0.6602036072726721
737;1;0.666823292924219
738;1;0.6862707676920072
739;1;0.7190491656166582
740;1;0.6580866098585202
741;1;0.6653996713132109
742;1;0.6656951280443132
743;1;0.6811568974532942
744;1;0.6436611709819061
745;1;0.6910580622701743
746;1;0.6491072233673775
747;1;0.5856786391507287
748;1;0.6354841743996978
749;1;0.7908978932775862
750;1;0.6744582993433913
751;1;0.7034132151585015
752;1;0.729112397344111
753;0;0.6555896516967255
754;0;0.5434364498004871
755;0;0.6717710429753878
756;1;0.7576593532570932
757;0;0.6609809109374162
758;0;0.7072545140927022
759;0;0.2912540042170331
760;0;0.3873218655575756
761;0;0.6141046192293507
762;0;0.6739090424668592
763;0;0.3113845286442498
764;0;0.31421612963552814
765;0;0.302995849056369
766;0;0.3469648457008665
767;0;0.3113954870061677
768;0;0.3137491522737399
769;0;0.3205393788796974
770;0;0.3091673543269469
771;0;0.31030914914287083
772;0;0.3631212239870073
773;0;0.35110283219777644
774;0;0.34440631847298914
775;0;0.34358714196733026
776;0;0.3257668253368692
777;0;0.3556163334832371
778;0;0.36958955650367137
779;0;0.32724810755921085
780;0;0.3509037598650518
781;0;0.3386043388770309
782;0;0.3146490963186592
783;0;0.3039187922676119
784;0;0.3530659667935291
785;0;0.31818327020790144
786;0;0.31432923589199574
787;0;0.3158561414541599
788;0;0.30730387052663727
789;0;0.3165738799576279
790;0;0.36303006183650366
791;0;0.3415878389129973
792;0;0.34879625936401715
793;0;0.33326148290413693
794;0;0.3429830918714409
795;0;0.34389861905670355
796;0;0.3640735439633517
797;0;0.3347683987137746
798;0;0.33875703138053415
799;0;0.3442517814948193
800;0;0.30337177594055076
801;0;0.3510354367520292
802;0;0.31663464182802936
803;0;0.330619993246452
804;0;0.31848915612908796
805;0;0.3119014256840789
806;0;0.31509512166931675
807;0;0.377266559929907
808;0;0.35272767943540984
809;0;0.34701971090528183
810;0;0.3495114159622306
811;0;0.33295380981647854
812;0;0.35739266044839957
813;0;0.38013273456906865
814;0;0.324672479920292
815;0;0.35067966468486395
816;0;0.34237436056232917
817;0;0.34606735773391545
818;0;0.31564110274437607
819;0;0.3242836104293535
820;0;0.32331639477231994
821;0;0.3135522555282679
822;0;0.3130311572154264
823;0;0.36687397040825553
824;0;0.34384732174809807
825;0;0.3424773801659326
826;0;0.3368920923247655
827;0;0.336075070407211
828;0;0.3459897918996771
829;0;0.3637989135432119
830;0;0.31892610445952374
831;0;0.3335425676147757
832;0;0.3325141353121658
833;0;0.3583046079168161
834;0;0.3742329750865441
835;0;0.3861643481174181
836;0;0.37125213183430167
837;0;0.3842804947925751
838;0;0.45984263234550454
839;0;0.41678344988704913
840;0;0.4186517629394955
841;0;0.4092537036539136
842;0;0.4101439435948672
843;0;0.425180016858868
844;0;0.4445826354142217
845;0;0.40233505558253196
846;0;0.4140029088984518
847;0;0.40797351132797277
848;0;0.3165212418703452
849;0;0.3273550227906236
850;0;0.3200812894978657
851;0;0.3235074690140496
852;0;0.3712771897820103
853;0;0.34801165178550436
854;0;0.3461824445824801
855;0;0.33809169783718107
856;0;0.3344382900359756
857;0;0.35303418669346254
858;0;0.3713860133162819
859;0;0.32715975280519666
860;0;0.3401600355552312
861;0;0.33418887924616475
862;0;0.3589587320489924
863;0;0.3565330969839328
864;0;0.3406526362264587
865;0;0.3968510189762644
866;0;0.3702500679825905
867;0;0.36527137937154464
868;0;0.364408211110781
869;0;0.36620819329634646
870;0;0.3785040869246254
871;0;0.38437232797510074
872;0;0.3556405369413977
873;0;0.36687948135059434
874;0;0.36631994590895617
875;0;0.341886421932022
876;0;0.34463670923663087
877;0;0.41810147677907983
878;0;0.37450260756060155
879;0;0.37983337967981357
880;0;0.37997120028312686
881;0;0.36414733072903843
882;0;0.38722871054617547
883;0;0.3984293102923838
884;0;0.36574931247987275
885;0;0.3825834292771106
886;0;0.3774327902110532
887;0;0.33679886883740473
888;0;0.38747548292863604
889;0;0.3630739466229674
890;0;0.36507494027745063
891;0;0.35429767819986535
892;0;0.3617473484824082
893;0;0.3709086559565412
894;0;0.37638105614234113
895;0;0.3376899238725533
896;0;0.35823798214976316
897;0;0.35471231431847544
898;0;0.40198825803785043
899;0;0.37619481773323526
900;0;0.38122188361356235
901;0;0.3731186265076175
902;0;0.36947635512524823
903;0;0.38209514920919463
904;0;0.39173862039983787
905;0;0.3572135926001076
906;0;0.37771865965861445
907;0;0.3752210554290886
908;0;0.45710968153114373
909;0;0.456583638352214
910;0;0.4628329919530648
911;0;0.4326966571794019
912;0;0.47343692513424535
913;0;0.497807393449754
914;0;0.4289087698071
915;0;0.4588044799540856
916;0;0.44374824852106987
917;0;0.4476372390859762
918;0;0.4246372053144278
919;1;0.625994159149853
920;1;0.6374253249941584
